epoch,accuracy,loss,lr,val_accuracy,val_loss
114,0.5861961841583252,1.4587643146514893,0.001,0.6686726808547974,1.164913296699524
115,0.5871476531028748,1.4538663625717163,0.001,0.6695634722709656,1.159925937652588
116,0.5868992209434509,1.4534820318222046,0.001,0.6706571578979492,1.1624560356140137
117,0.5885736346244812,1.4505587816238403,0.001,0.669413685798645,1.1598467826843262
118,0.5879929065704346,1.4501765966415405,0.001,0.671585202217102,1.1562979221343994
119,0.5883299708366394,1.4479297399520874,0.001,0.6683774590492249,1.1604242324829102
120,0.5884630084037781,1.447229027748108,0.001,0.672613799571991,1.1516660451889038
121,0.5887371897697449,1.446790337562561,0.001,0.6711274981498718,1.1511461734771729
122,0.5891650319099426,1.4434314966201782,0.001,0.6745632290840149,1.1439406871795654
123,0.5895818471908569,1.442800521850586,0.001,0.6724649667739868,1.145643949508667
124,0.5905928015708923,1.4387896060943604,0.001,0.6731879711151123,1.1432039737701416
125,0.5912132263183594,1.4380102157592773,0.001,0.6729865670204163,1.1491785049438477
126,0.5915465354919434,1.4356578588485718,0.001,0.6754300594329834,1.1387569904327393
127,0.5912227034568787,1.435634732246399,0.001,0.6737653613090515,1.1444668769836426
128,0.5922736525535583,1.4323898553848267,0.001,0.6754313111305237,1.146990418434143
129,0.5912533402442932,1.4345903396606445,0.001,0.6738862991333008,1.138550877571106
130,0.592862606048584,1.4275822639465332,0.001,0.6773712038993835,1.1325457096099854
131,0.592066764831543,1.429178237915039,0.001,0.6756777763366699,1.136504054069519
132,0.5935108065605164,1.4262068271636963,0.001,0.6751505732536316,1.1313897371292114
133,0.5927078723907471,1.4250330924987793,0.001,0.679230272769928,1.126964807510376
134,0.5924822092056274,1.425573468208313,0.001,0.6783850789070129,1.1258268356323242
135,0.5929806232452393,1.4243874549865723,0.001,0.6778416633605957,1.1299139261245728
136,0.5934876799583435,1.4200193881988525,0.001,0.6779465079307556,1.125266432762146
137,0.5949051976203918,1.4162882566452026,0.001,0.6798993945121765,1.1183056831359863
138,0.5944264531135559,1.418444275856018,0.001,0.6782563924789429,1.125104308128357
139,0.5949681997299194,1.416213035583496,0.001,0.6796749234199524,1.1153091192245483
140,0.5950127243995667,1.4151086807250977,0.001,0.6795375347137451,1.124232292175293
141,0.5946207046508789,1.4184319972991943,0.001,0.6806626319885254,1.1203969717025757
142,0.5960825085639954,1.4122503995895386,0.001,0.6808098554611206,1.109610676765442
143,0.5959480404853821,1.4108529090881348,0.001,0.6777680516242981,1.122507095336914
144,0.5967807769775391,1.4075229167938232,0.001,0.6824040412902832,1.1137681007385254
145,0.5963630080223083,1.4093267917633057,0.001,0.6803836226463318,1.117523193359375
146,0.5981022715568542,1.4045922756195068,0.001,0.6821537017822266,1.1117329597473145
147,0.5971946716308594,1.4079720973968506,0.001,0.6800547242164612,1.116439938545227
148,0.5965906381607056,1.4040230512619019,0.001,0.6843371391296387,1.1021112203598022
149,0.5972146391868591,1.4058184623718262,0.001,0.6832740306854248,1.104085087776184
150,0.598007082939148,1.4002501964569092,0.001,0.6822571754455566,1.1106178760528564
151,0.5982441902160645,1.4005377292633057,0.001,0.6846887469291687,1.0964528322219849
152,0.5980390906333923,1.401546835899353,0.001,0.6854724884033203,1.1001726388931274
153,0.598267138004303,1.3993642330169678,0.001,0.6843588948249817,1.0999383926391602
154,0.5985584855079651,1.397946834564209,0.001,0.6838390231132507,1.10651695728302
155,0.5985855460166931,1.3978337049484253,0.001,0.686051607131958,1.0955272912979126
156,0.5986133813858032,1.3937610387802124,0.001,0.6853004693984985,1.1029914617538452
157,0.5987734198570251,1.3947298526763916,0.001,0.6876837611198425,1.0872211456298828
158,0.599111020565033,1.39518404006958,0.001,0.685474157333374,1.0985016822814941
159,0.5996585488319397,1.3912028074264526,0.001,0.6873999238014221,1.0911774635314941
160,0.5996338725090027,1.390350341796875,0.001,0.6862207055091858,1.0903921127319336
161,0.6009566187858582,1.3885483741760254,0.001,0.6874921321868896,1.0858311653137207
162,0.6002371907234192,1.3876831531524658,0.001,0.6873845458030701,1.0940109491348267
163,0.6010511517524719,1.3881354331970215,0.001,0.6880386471748352,1.0813850164413452
164,0.600962221622467,1.3846635818481445,0.001,0.6886780858039856,1.0838290452957153
165,0.601714551448822,1.3846547603607178,0.001,0.6896355152130127,1.0812290906906128
166,0.6020696759223938,1.3841108083724976,0.001,0.6889050006866455,1.080055832862854
167,0.6012741327285767,1.383628487586975,0.001,0.689905047416687,1.0864536762237549
168,0.6024612188339233,1.380322813987732,0.001,0.6900554299354553,1.0760276317596436
169,0.6026402115821838,1.37832510471344,0.001,0.6907561421394348,1.074278712272644
170,0.6022919416427612,1.3806754350662231,0.001,0.6919030547142029,1.075045108795166
171,0.6041872501373291,1.3756779432296753,0.001,0.6900709271430969,1.0795533657073975
172,0.6042981743812561,1.3765814304351807,0.001,0.6904833912849426,1.0767744779586792
173,0.6027271747589111,1.3779436349868774,0.001,0.6930278539657593,1.0734223127365112
174,0.603708803653717,1.3750615119934082,0.001,0.6912690997123718,1.0748670101165771
175,0.6030248403549194,1.3753079175949097,0.001,0.6913776993751526,1.0735299587249756
176,0.6042571663856506,1.3716176748275757,0.001,0.6935698986053467,1.0725547075271606
177,0.6036064624786377,1.3713613748550415,0.001,0.6912092566490173,1.070998191833496
178,0.6035636067390442,1.3717635869979858,0.001,0.693854808807373,1.0610450506210327
179,0.6049098372459412,1.3711705207824707,0.001,0.6950032114982605,1.0690029859542847
180,0.6052131652832031,1.3687833547592163,0.001,0.6910513043403625,1.0779668092727661
181,0.6039513945579529,1.3697906732559204,0.001,0.6929349303245544,1.0621787309646606
182,0.6050552725791931,1.3673276901245117,0.001,0.6939796209335327,1.0631319284439087
183,0.6050046682357788,1.3661433458328247,0.001,0.6927825808525085,1.0667321681976318
184,0.6047494411468506,1.3683249950408936,0.001,0.6941585540771484,1.0646260976791382
185,0.6064000725746155,1.3642363548278809,0.001,0.6951929926872253,1.05617094039917
186,0.6047457456588745,1.3653521537780762,0.001,0.6945080757141113,1.0655454397201538
187,0.6063371896743774,1.3599107265472412,0.001,0.6971598267555237,1.054947853088379
188,0.6051302552223206,1.3642255067825317,0.001,0.6953223347663879,1.0542213916778564
189,0.6057819724082947,1.3623322248458862,0.001,0.6943424940109253,1.0590324401855469
190,0.6063632369041443,1.359451174736023,0.001,0.6963914632797241,1.0551475286483765
191,0.6068595051765442,1.3600815534591675,0.001,0.6944686770439148,1.0649958848953247
192,0.6068786382675171,1.358188271522522,0.001,0.6983435153961182,1.0514882802963257
193,0.6078106164932251,1.3562517166137695,0.001,0.6984812021255493,1.04857337474823
194,0.6069876551628113,1.3564295768737793,0.001,0.6978767514228821,1.0461798906326294
195,0.608252227306366,1.3538082838058472,0.001,0.6955616474151611,1.0604346990585327
196,0.6069985628128052,1.3568052053451538,0.001,0.697306752204895,1.0486335754394531
197,0.6087846755981445,1.3518272638320923,0.001,0.6975783705711365,1.0543960332870483
198,0.6085966229438782,1.3517147302627563,0.001,0.6981196999549866,1.0521633625030518
199,0.608069896697998,1.352138638496399,0.001,0.6989805102348328,1.047365665435791
200,0.6088353395462036,1.3500860929489136,0.001,0.6968419551849365,1.054275393486023
201,0.6084098219871521,1.3505243062973022,0.001,0.7000191807746887,1.045440435409546
202,0.6082041263580322,1.3508692979812622,0.001,0.7012283802032471,1.0368021726608276
203,0.6097791790962219,1.3472163677215576,0.001,0.6992977857589722,1.0446439981460571
204,0.609064519405365,1.347301959991455,0.001,0.6984498500823975,1.0442707538604736
205,0.6097567081451416,1.3458316326141357,0.001,0.6999077200889587,1.038893222808838
206,0.6102237105369568,1.3449665307998657,0.001,0.7009032964706421,1.0395523309707642
207,0.6098239421844482,1.3456721305847168,0.001,0.6997866630554199,1.04550302028656
208,0.6103829741477966,1.3438798189163208,0.001,0.6997677087783813,1.041288137435913
209,0.6106756329536438,1.3436388969421387,0.001,0.7034409642219543,1.032683253288269
210,0.6104515790939331,1.3442444801330566,0.001,0.7001776099205017,1.0374138355255127
211,0.6103315353393555,1.3428205251693726,0.001,0.7001394629478455,1.0426018238067627
212,0.6107985973358154,1.3411939144134521,0.001,0.7033371925354004,1.0357613563537598
213,0.6100649833679199,1.3419194221496582,0.001,0.7013316750526428,1.0392273664474487
214,0.6103808879852295,1.3429571390151978,0.001,0.7023853659629822,1.029860496520996
215,0.6106767058372498,1.3402749300003052,0.001,0.7034786939620972,1.0314851999282837
216,0.6115295886993408,1.3359061479568481,0.001,0.7017902135848999,1.0300108194351196
217,0.6124505996704102,1.3363242149353027,0.001,0.7011173367500305,1.033040165901184
218,0.6106985211372375,1.33926260471344,0.001,0.7047746181488037,1.025929570198059
219,0.612403154373169,1.3332242965698242,0.001,0.7027953267097473,1.0313113927841187
220,0.6119817495346069,1.333816409111023,0.001,0.7040428519248962,1.0314364433288574
221,0.6125803589820862,1.3349089622497559,0.001,0.7034745812416077,1.028887391090393
222,0.6117697954177856,1.3368003368377686,0.001,0.7036827206611633,1.035901427268982
223,0.6127605438232422,1.332332968711853,0.001,0.7047467231750488,1.0200451612472534
224,0.6127696633338928,1.3351002931594849,0.001,0.7047945261001587,1.0239055156707764
225,0.6132658123970032,1.3297343254089355,0.001,0.7044721841812134,1.026066780090332
226,0.6120308637619019,1.3328964710235596,0.001,0.706931471824646,1.0258678197860718
227,0.613331139087677,1.3297001123428345,0.001,0.7068918943405151,1.020294427871704
228,0.6137468218803406,1.3279362916946411,0.001,0.7050350904464722,1.0291506052017212
229,0.6128647923469543,1.328622579574585,0.001,0.706478476524353,1.015959620475769
230,0.6128811240196228,1.328927755355835,0.001,0.7061775922775269,1.0192461013793945
231,0.6129297018051147,1.3287335634231567,0.001,0.7047876715660095,1.0252119302749634
232,0.6141296029090881,1.3260750770568848,0.001,0.706659197807312,1.014201283454895
233,0.6135300397872925,1.3257629871368408,0.001,0.7056158781051636,1.0220096111297607
234,0.614378035068512,1.3274377584457397,0.001,0.7058999538421631,1.020011067390442
235,0.6144430041313171,1.3248786926269531,0.001,0.7083041667938232,1.015665888786316
236,0.6139636635780334,1.3253765106201172,0.001,0.706851065158844,1.0210994482040405
237,0.6150467991828918,1.3235962390899658,0.001,0.7079007625579834,1.0146911144256592
238,0.6147504448890686,1.3239127397537231,0.001,0.7082697153091431,1.0146965980529785
239,0.6149181127548218,1.3218859434127808,0.001,0.7061735391616821,1.0133872032165527
240,0.6145437955856323,1.3233187198638916,0.001,0.7050276398658752,1.0228737592697144
241,0.6153057217597961,1.3187201023101807,0.001,0.7085841298103333,1.0069713592529297
242,0.6145724654197693,1.3240951299667358,0.001,0.7103179693222046,1.0104007720947266
243,0.6162112951278687,1.3166112899780273,0.001,0.7069811224937439,1.0135385990142822
244,0.6146400570869446,1.3234174251556396,0.001,0.7074691653251648,1.0168017148971558
245,0.6157989501953125,1.3169454336166382,0.001,0.7104912996292114,1.006775140762329
246,0.6153302788734436,1.3195106983184814,0.001,0.7087739109992981,1.0139031410217285
247,0.616205096244812,1.315799593925476,0.001,0.7069891095161438,1.0058386325836182
248,0.6160072088241577,1.3158702850341797,0.001,0.7092259526252747,1.0129731893539429
249,0.6160700917243958,1.3168751001358032,0.001,0.7096551656723022,1.0073790550231934
250,0.6165579557418823,1.315536379814148,0.001,0.710012674331665,1.0012855529785156
251,0.6161542534828186,1.3157787322998047,0.001,0.708804726600647,1.0123732089996338
252,0.616139829158783,1.317085862159729,0.001,0.7096441388130188,1.0077261924743652
253,0.6166065335273743,1.3125543594360352,0.001,0.709069013595581,1.013791561126709
254,0.6175132393836975,1.312882423400879,0.001,0.7115803360939026,1.003940224647522
255,0.6164982318878174,1.3128198385238647,0.001,0.710358738899231,1.0007286071777344
256,0.6176085472106934,1.3121271133422852,0.001,0.710726797580719,1.0034292936325073
257,0.6168882846832275,1.3120704889297485,0.001,0.7097744941711426,0.99946129322052
258,0.616693913936615,1.3118679523468018,0.001,0.7116601467132568,1.0010420083999634
259,0.6173530220985413,1.3094053268432617,0.001,0.7110489010810852,1.001434087753296
260,0.61814945936203,1.3100453615188599,0.001,0.7087544202804565,1.0071220397949219
261,0.6173354983329773,1.310050368309021,0.001,0.7122326493263245,1.0002689361572266
262,0.6186237931251526,1.3054776191711426,0.001,0.7121092677116394,0.9958816170692444
263,0.6183091402053833,1.3074902296066284,0.001,0.7121092677116394,1.0004935264587402
264,0.6183250546455383,1.3079019784927368,0.001,0.7116603255271912,1.0056555271148682
265,0.6173620223999023,1.3087992668151855,0.001,0.7146421670913696,0.9881068468093872
266,0.6193944811820984,1.3035619258880615,0.001,0.711854100227356,1.0021661520004272
267,0.6190749406814575,1.3051880598068237,0.001,0.7110873460769653,0.9949429631233215
268,0.6181788444519043,1.304531455039978,0.001,0.7121675610542297,0.9922535419464111
269,0.6179508566856384,1.3063291311264038,0.001,0.7109954357147217,0.9975807070732117
270,0.618798017501831,1.303478717803955,0.001,0.713556706905365,0.9943059682846069
271,0.6192983388900757,1.302596092224121,0.001,0.7137948274612427,0.9940276145935059
272,0.6181408166885376,1.3041422367095947,0.001,0.7127984762191772,0.9970480799674988
273,0.6201443076133728,1.3013426065444946,0.001,0.7141810059547424,0.9887714385986328
274,0.6187958717346191,1.303952932357788,0.001,0.7130935192108154,0.9952446818351746
275,0.6195366978645325,1.3002381324768066,0.001,0.7133247256278992,0.9893078207969666
276,0.6314847469329834,1.2541824579238892,0.0005,0.7251119613647461,0.952637791633606
277,0.6357401013374329,1.2355363368988037,0.0005,0.7270163893699646,0.951949417591095
278,0.6362530589103699,1.2327085733413696,0.0005,0.7283596396446228,0.945587694644928
279,0.6367273330688477,1.2298511266708374,0.0005,0.7280106544494629,0.9466479420661926
280,0.6375687718391418,1.2275209426879883,0.0005,0.7277554273605347,0.9452213644981384
281,0.6378200650215149,1.2270797491073608,0.0005,0.7308924794197083,0.9380042552947998
282,0.6386369466781616,1.2224022150039673,0.0005,0.7298880815505981,0.9345904588699341
283,0.6380872130393982,1.2262705564498901,0.0005,0.7300546169281006,0.9422470331192017
284,0.6383507251739502,1.2246005535125732,0.0005,0.7303069233894348,0.9352229237556458
285,0.6397761106491089,1.219596266746521,0.0005,0.7327035069465637,0.9363219738006592
286,0.6379607915878296,1.2231073379516602,0.0005,0.7309237122535706,0.9313552975654602
287,0.6389002203941345,1.2205784320831299,0.0005,0.7313703894615173,0.9373598098754883
288,0.63984614610672,1.2203866243362427,0.0005,0.7319967150688171,0.9310837388038635
289,0.6395415663719177,1.2205772399902344,0.0005,0.7320480942726135,0.9328247904777527
290,0.6388856172561646,1.2184046506881714,0.0005,0.7315015196800232,0.9362200498580933
291,0.6394639611244202,1.2182371616363525,0.0005,0.7323039174079895,0.9296210408210754
292,0.6395540237426758,1.2176069021224976,0.0005,0.7324838042259216,0.9300777316093445
293,0.6394771337509155,1.2175596952438354,0.0005,0.7322381138801575,0.9313867688179016
294,0.6401746869087219,1.2171928882598877,0.0005,0.7329754829406738,0.9288792610168457
295,0.6404035091400146,1.2149564027786255,0.0005,0.7335861325263977,0.9239513874053955
296,0.6402758359909058,1.2161532640457153,0.0005,0.7336912155151367,0.9297527074813843
297,0.6395609974861145,1.215730905532837,0.0005,0.7342827916145325,0.9277531504631042
298,0.6405720710754395,1.2156918048858643,0.0005,0.7327080965042114,0.9288741946220398
299,0.6405219435691833,1.213739037513733,0.0005,0.7341703772544861,0.9216091632843018
